row_index,sequence_id,key,dataset,seq_name,annotation_source,evaluation_mode,frame_count,ground_truth_frames,scored_frames,matched_prediction_frames,auc,norm_precision,accuracy_score,total_lost_frames,video_path,annotation_path,match_type,local_label,warning,error
171,dataset3__human2,dataset3/human2,dataset3,human2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\human2\human2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\human2\annotation.txt,matched,V4RFlight112/human2,,
172,dataset3__human3,dataset3/human3,dataset3,human3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\human3\human3_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\human3\annotation.txt,matched,V4RFlight112/human3,,
173,dataset3__human4,dataset3/human4,dataset3,human4,local,scored,20,20,20,20,0.8261904761904763,0.9428571428571428,0.8728571428571429,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\human4\human4_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\human4.txt,matched,V4RFlight112/human4,,
174,dataset3__human5,dataset3/human5,dataset3,human5,local,scored,208,208,208,208,0.6994047619047619,0.7914377289377289,0.7362179487179487,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\human5\human5_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\human5.txt,matched,V4RFlight112/human5,,
175,dataset3__island,dataset3/island,dataset3,island,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\island\island_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\island\annotation.txt,matched,V4RFlight112/island,,
176,dataset3__jogging1,dataset3/jogging1,dataset3,jogging1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\jogging1\jogging1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\jogging1\annotation.txt,matched,V4RFlight112/jogging1,,
177,dataset3__jogging2,dataset3/jogging2,dataset3,jogging2,local,scored,1717,1674,1674,1717,0.7810775445184047,0.8994708994708995,0.8284348864994027,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\jogging2\jogging2_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\jogging2.txt,matched,V4RFlight112/jogging2,,
178,dataset3__motor1,dataset3/motor1,dataset3,motor1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\motor1\motor1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\motor1\annotation.txt,matched,V4RFlight112/motor1,,
179,dataset3__motor2,dataset3/motor2,dataset3,motor2,local,scored,53,53,53,53,0.8849955076370171,0.9344115004492363,0.9047619047619047,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\motor2\motor2_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\motor2.txt,matched,V4RFlight112/motor2,,
180,dataset3__parterre1,dataset3/parterre1,dataset3,parterre1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\parterre1\parterre1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\parterre1\annotation.txt,matched,V4RFlight112/parterre1,,
181,dataset3__parterre2,dataset3/parterre2,dataset3,parterre2,local,scored,1705,1702,1702,1705,0.7227351575177663,0.8674948240165631,0.7806390241172849,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\parterre2\parterre2_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\parterre2.txt,matched,V4RFlight112/parterre2,,
182,dataset3__pot_bunker,dataset3/pot_bunker,dataset3,pot_bunker,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\pot_bunker\pot_bunker_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\pot_bunker\annotation.txt,matched,V4RFlight112/pot bunker,,
183,dataset3__runner1,dataset3/runner1,dataset3,runner1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\runner1\runner1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\runner1\annotation.txt,matched,V4RFlight112/runner1,,
184,dataset3__runner2,dataset3/runner2,dataset3,runner2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\runner2\runner2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\runner2\annotation.txt,matched,V4RFlight112/runner2,,
185,dataset3__sand_truck-n,dataset3/sand_truck-n,dataset3,sand_truck-n,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\sand_truck-n\sand_truck-n_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\sand_truck-n\annotation.txt,matched,V4RFlight112/sand truck-n,,
